x0,y0
0,0
-143.5868382,-43.39147265
-207.8884444,-58.63782625
-4.330093137,12.25766264
-5.110494956,11.95336109
-192.5862189,-57.54605362
-131.1867027,-35.86152594
-186.7766391,-52.44508631
-44.05330676,-19.06059189
-147.4496664,-40.83620783
